age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,annual-income
0,Private,Some-college,0,Never-married,Tech-support,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,1,0,1,United-States,>50K
0,Private,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,Germany,<=50K
1,Local-gov,Some-college,0,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,0,United-States,>50K
0,Private,Assoc-acdm,1,Divorced,Sales,Unmarried,Black,Female,0,0,1,United-States,<=50K
1,Private,Bachelors,1,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
1,Federal-gov,Masters,1,Married-civ-spouse,Sales,Husband,White,Male,1,0,0,United-States,>50K
1,Private,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
1,Private,Some-college,0,Divorced,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,Bachelors,1,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,7th-8th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,Ecuador,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Local-gov,Bachelors,1,Never-married,Protective-serv,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,Some-college,0,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,Bachelors,1,Never-married,Tech-support,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
0,Self-emp-inc,Bachelors,1,Divorced,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Divorced,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,Bachelors,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,0,United-States,>50K
0,Private,Some-college,0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,>50K
1,Private,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,1,0,0,United-States,>50K
0,Private,Some-college,0,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,0,Laos,<=50K
1,Private,HS-grad,0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,Assoc-acdm,1,Never-married,Tech-support,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,Assoc-acdm,1,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,Assoc-acdm,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,>50K
1,Self-emp-inc,Some-college,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,>50K
0,Private,Bachelors,1,Never-married,Sales,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,Masters,1,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,1,0,0,Taiwan,>50K
0,Self-emp-not-inc,Bachelors,1,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,0,United-States,>50K
0,Private,Some-college,0,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,Some-college,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,5th-6th,0,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,0,Mexico,<=50K
0,Private,Some-college,0,Never-married,Tech-support,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Widowed,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Self-emp-not-inc,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,1,United-States,<=50K
0,Private,HS-grad,0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,11th,0,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Self-emp-not-inc,Masters,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,HS-grad,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1,1,United-States,>50K
1,Self-emp-not-inc,HS-grad,0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Never-married,Transport-moving,Not-in-family,White,Male,1,0,1,United-States,<=50K
1,Private,Some-college,0,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,1,United-States,<=50K
0,Private,Bachelors,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,Assoc-voc,1,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Local-gov,10th,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,5th-6th,0,Never-married,Other-service,Other-relative,White,Male,0,0,1,Mexico,<=50K
0,Private,HS-grad,0,Never-married,Craft-repair,Other-relative,White,Male,0,0,0,United-States,<=50K
1,Private,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Never-married,Sales,Unmarried,Black,Male,0,0,0,Haiti,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,0,United-States,<=50K
0,Private,Assoc-acdm,1,Never-married,Sales,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,0,United-States,>50K
0,State-gov,HS-grad,0,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,0,United-States,>50K
0,Private,HS-grad,0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,State-gov,Some-college,0,Never-married,Protective-serv,Own-child,Black,Female,0,0,0,United-States,<=50K
1,Self-emp-not-inc,Bachelors,1,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,Assoc-acdm,1,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,0,Iran,<=50K
0,Private,Bachelors,1,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
0,Private,HS-grad,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
1,Local-gov,11th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
1,Federal-gov,HS-grad,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,>50K
1,Private,11th,0,Widowed,Other-service,Unmarried,Other,Male,0,0,0,United-States,<=50K
1,Private,Assoc-voc,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,>50K
1,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,<=50K
0,Self-emp-not-inc,9th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,Portugal,<=50K
0,Private,10th,0,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
1,Private,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
1,Private,Bachelors,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,Bachelors,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,1,1,United-States,>50K
0,Private,HS-grad,0,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,Some-college,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,Assoc-acdm,1,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,>50K
1,Private,HS-grad,0,Divorced,Sales,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Federal-gov,Some-college,0,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,11th,0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
1,State-gov,Assoc-voc,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,>50K
1,Private,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,0,United-States,<=50K
0,Local-gov,Some-college,0,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Sales,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,Masters,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,HS-grad,0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,5th-6th,0,Divorced,Craft-repair,Not-in-family,White,Female,0,1,1,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,Some-college,0,Divorced,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Local-gov,Some-college,0,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1,0,United-States,>50K
0,Private,Some-college,0,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Other-service,Other-relative,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,>50K
0,Private,Bachelors,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Self-emp-not-inc,Assoc-acdm,1,Separated,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,Some-college,0,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
1,Self-emp-inc,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
0,Private,Some-college,0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,State-gov,Bachelors,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0,United-States,>50K
0,Private,Assoc-voc,1,Divorced,Tech-support,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,7th-8th,0,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,1,0,Puerto-Rico,<=50K
1,Private,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,1,United-States,>50K
0,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
1,Local-gov,Some-college,0,Divorced,Other-service,Not-in-family,Black,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,0,United-States,<=50K
1,Private,Doctorate,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,1,United-States,>50K
0,State-gov,Some-college,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,12th,0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,>50K
1,Private,1st-4th,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,Mexico,<=50K
0,Private,11th,0,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
0,Local-gov,11th,0,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,0,United-States,<=50K
0,State-gov,HS-grad,0,Divorced,Transport-moving,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,11th,0,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,0,United-States,<=50K
0,State-gov,Bachelors,1,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0,United-States,>50K
0,Private,HS-grad,0,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,10th,0,Never-married,Craft-repair,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
0,Federal-gov,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,1,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,1,Dominican-Republic,<=50K
1,Self-emp-inc,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
1,Local-gov,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,Bachelors,1,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,1,0,0,United-States,<=50K
0,Private,Assoc-acdm,1,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,>50K
0,Private,Some-college,0,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1,0,Philippines,<=50K
0,Private,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
0,Local-gov,HS-grad,0,Never-married,Farming-fishing,Not-in-family,Black,Male,1,0,1,United-States,<=50K
0,Local-gov,Some-college,0,Never-married,Protective-serv,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
1,Local-gov,Some-college,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Federal-gov,HS-grad,0,Never-married,Armed-Forces,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
0,Private,9th,0,Never-married,Craft-repair,Other-relative,White,Male,0,0,0,Mexico,<=50K
0,Private,Some-college,0,Never-married,Sales,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,0,United-States,<=50K
1,Self-emp-inc,Some-college,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K
1,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
1,Self-emp-not-inc,HS-grad,0,Married-civ-spouse,Sales,Wife,White,Female,0,0,0,United-States,>50K
1,Private,Assoc-voc,1,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,0,United-States,>50K
0,Private,HS-grad,0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,Assoc-acdm,1,Never-married,Farming-fishing,Own-child,White,Male,0,0,0,United-States,<=50K
1,Local-gov,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,1st-4th,0,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Never-married,Tech-support,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
1,Private,HS-grad,0,Divorced,Transport-moving,Unmarried,White,Male,0,0,0,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,1,United-States,>50K
0,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,0,United-States,>50K
1,Private,Some-college,0,Never-married,Prof-specialty,Unmarried,White,Male,0,0,0,United-States,>50K
0,Private,HS-grad,0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,Assoc-voc,1,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Never-married,Craft-repair,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,9th,0,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,10th,0,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Other-service,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,Assoc-acdm,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,Portugal,<=50K
1,Self-emp-not-inc,Some-college,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
0,State-gov,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,0,0,0,United-States,<=50K
1,Local-gov,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
